drug,term,count
paclitaxel albumin,MALAISE,10
paclitaxel albumin,PLEURAL EFFUSION,10
paclitaxel albumin,URINARY TRACT INFECTION,10
paclitaxel albumin,ALOPECIA,9
paclitaxel albumin,ARTHRALGIA,9
paclitaxel albumin,HYPOTHYROIDISM,9
paclitaxel albumin,LEUKOPENIA,9
paclitaxel albumin,PRODUCT USE IN UNAPPROVED INDICATION,9
paclitaxel albumin,ASPARTATE AMINOTRANSFERASE INCREASED,8
paclitaxel albumin,CHOLANGITIS,8
paclitaxel albumin,MUSCULAR WEAKNESS,8
paclitaxel albumin,NEUROTOXICITY,8
paclitaxel albumin,TOXICITY TO VARIOUS AGENTS,8
paclitaxel albumin,BLOOD CREATININE INCREASED,7
paclitaxel albumin,CHEST DISCOMFORT,7
paclitaxel albumin,GASTROINTESTINAL HAEMORRHAGE,7
paclitaxel albumin,HYPERTENSION,7
paclitaxel albumin,HYPONATRAEMIA,7
paclitaxel albumin,METASTASES TO LIVER,7
paclitaxel albumin,NEOPLASM PROGRESSION,7
paclitaxel albumin,PNEUMOCYSTIS JIROVECII PNEUMONIA,7
paclitaxel albumin,PRURITUS,7
paclitaxel albumin,RENAL IMPAIRMENT,7
paclitaxel albumin,SEPTIC SHOCK,7
paclitaxel albumin,STOMATITIS,7
paclitaxel albumin,ABDOMINAL PAIN UPPER,6
paclitaxel albumin,CARDIAC FAILURE,6
paclitaxel albumin,CEREBROVASCULAR ACCIDENT,6
paclitaxel albumin,CHILLS,6
paclitaxel albumin,CHOLANGITIS SCLEROSING,6
paclitaxel albumin,COLITIS,6
paclitaxel albumin,CONSTIPATION,6
paclitaxel albumin,COUGH,6
paclitaxel albumin,DRUG-INDUCED LIVER INJURY,6
paclitaxel albumin,DYSPHAGIA,6
paclitaxel albumin,HEADACHE,6
paclitaxel albumin,HYPERSENSITIVITY,6
paclitaxel albumin,HYPOXIA,6
paclitaxel albumin,LIVER DISORDER,6
paclitaxel albumin,LYMPHANGIOSIS CARCINOMATOSA,6
paclitaxel albumin,PERICARDIAL EFFUSION,6
paclitaxel albumin,PNEUMONIA ASPIRATION,6
paclitaxel albumin,PROTEINURIA,6
paclitaxel albumin,ABDOMINAL DISTENSION,5
paclitaxel albumin,ADRENAL INSUFFICIENCY,5
paclitaxel albumin,ASCITES,5
paclitaxel albumin,BLOOD GLUCOSE INCREASED,5
paclitaxel albumin,BREAST CANCER,5
paclitaxel albumin,CELLULITIS,5
paclitaxel albumin,CYTOPENIA,5
paclitaxel albumin,DEEP VEIN THROMBOSIS,5
paclitaxel albumin,DIZZINESS,5
paclitaxel albumin,EJECTION FRACTION DECREASED,5
paclitaxel albumin,EPISTAXIS,5
paclitaxel albumin,FAILURE TO THRIVE,5
aflibercept,DEATH,8144
aflibercept,VISUAL IMPAIRMENT,1892
aflibercept,OFF LABEL USE,1425
aflibercept,BLINDNESS,1372
aflibercept,ENDOPHTHALMITIS,1333
aflibercept,VISUAL ACUITY REDUCED,1228
aflibercept,EYE PAIN,1116
aflibercept,DRUG INEFFECTIVE,1097
aflibercept,VISION BLURRED,1083
aflibercept,PRODUCT DOSE OMISSION ISSUE,1050
aflibercept,BLINDNESS UNILATERAL,1001
aflibercept,BLINDNESS TRANSIENT,977
aflibercept,EYE INFLAMMATION,896
aflibercept,EYE HAEMORRHAGE,798
aflibercept,VITREOUS FLOATERS,730
aflibercept,INTRAOCULAR PRESSURE INCREASED,696
aflibercept,DIARRHOEA,630
aflibercept,RETINAL HAEMORRHAGE,576
aflibercept,CATARACT,530
aflibercept,HYPERTENSION,525
aflibercept,NON-INFECTIOUS ENDOPHTHALMITIS,440
aflibercept,HEADACHE,419
aflibercept,VITRITIS,394
aflibercept,UVEITIS,388
aflibercept,OCULAR HYPERAEMIA,385
aflibercept,CEREBROVASCULAR ACCIDENT,357
aflibercept,DISEASE PROGRESSION,325
aflibercept,PRODUCT USE ISSUE,323
aflibercept,NEUTROPENIA,322
aflibercept,EYE DISORDER,319
aflibercept,FATIGUE,316
aflibercept,ASTHENIA,313
aflibercept,INJECTION SITE PAIN,307
aflibercept,FALL,291
aflibercept,MALAISE,287
aflibercept,EYE IRRITATION,283
aflibercept,NAUSEA,282
aflibercept,WRONG TECHNIQUE IN PRODUCT USAGE PROCESS,279
aflibercept,VITRECTOMY,264
aflibercept,LACRIMATION INCREASED,257
aflibercept,INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,252
aflibercept,VITREOUS HAEMORRHAGE,252
aflibercept,EYE INFECTION,244
aflibercept,MYOCARDIAL INFARCTION,240
aflibercept,VOMITING,232
aflibercept,HOSPITALISATION,230
aflibercept,NEOVASCULAR AGE-RELATED MACULAR DEGENERATION,230
aflibercept,DYSPNOEA,229
aflibercept,RETINAL OEDEMA,223
aflibercept,MACULAR OEDEMA,221
aflibercept,RETINAL DETACHMENT,220
aflibercept,PAIN,217
aflibercept,DRUG DOSE OMISSION,215
aflibercept,CATARACT OPERATION,213
aflibercept,PRODUCT DOSE OMISSION,204
aflibercept,SUBRETINAL FLUID,204
aflibercept,PNEUMONIA,202
aflibercept,PYREXIA,201
aflibercept,CONDITION AGGRAVATED,194
aflibercept,DIZZINESS,192
aflibercept,GENERAL PHYSICAL HEALTH DETERIORATION,184
aflibercept,PHOTOPHOBIA,184
aflibercept,OCULAR DISCOMFORT,182
aflibercept,DEVICE USE ISSUE,179
aflibercept,GLAUCOMA,176
aflibercept,EYE SWELLING,174
aflibercept,ABDOMINAL PAIN,171
aflibercept,DECREASED APPETITE,169
aflibercept,ANAEMIA,166
aflibercept,PROTEINURIA,165
aflibercept,VITREOUS OPACITIES,161
aflibercept,BLOOD PRESSURE INCREASED,160
aflibercept,ANTERIOR CHAMBER CELL,159
aflibercept,INAPPROPRIATE SCHEDULE OF DRUG ADMINISTRATION,155
aflibercept,RETINAL ARTERY OCCLUSION,155
aflibercept,REFUSAL OF TREATMENT BY PATIENT,152
aflibercept,DETACHMENT OF RETINAL PIGMENT EPITHELIUM,150
aflibercept,MACULAR DEGENERATION,150
aflibercept,THROMBOCYTOPENIA,149
aflibercept,PULMONARY EMBOLISM,145
aflibercept,NO ADVERSE EVENT,142
aflibercept,METAMORPHOPSIA,140
aflibercept,MACULAR HOLE,138
aflibercept,AGE-RELATED MACULAR DEGENERATION,136
aflibercept,STOMATITIS,136
aflibercept,UNEVALUABLE EVENT,133
aflibercept,FOREIGN BODY SENSATION IN EYES,130
aflibercept,RENAL FAILURE,128
aflibercept,WEIGHT DECREASED,126
aflibercept,IRITIS,125
aflibercept,DRY EYE,124
aflibercept,IRIDOCYCLITIS,123
aflibercept,VISUAL FIELD DEFECT,121
aflibercept,NEUROPATHY PERIPHERAL,120
aflibercept,HYPOACUSIS,117
aflibercept,ALOPECIA,116
aflibercept,CARDIAC FAILURE,116
aflibercept,URINARY TRACT INFECTION,116
aflibercept,ACUTE KIDNEY INJURY,115
aflibercept,INJURY ASSOCIATED WITH DEVICE,114
sacituzumab govitecan,DISEASE PROGRESSION,1230
sacituzumab govitecan,DEATH,586
sacituzumab govitecan,DIARRHOEA,515
sacituzumab govitecan,NEUTROPENIA,453
sacituzumab govitecan,INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,354
sacituzumab govitecan,FATIGUE,291
sacituzumab govitecan,OFF LABEL USE,287
sacituzumab govitecan,NAUSEA,240
sacituzumab govitecan,ASTHENIA,221
sacituzumab govitecan,FEBRILE NEUTROPENIA,208
sacituzumab govitecan,WEIGHT FLUCTUATION,192
sacituzumab govitecan,ALOPECIA,164
sacituzumab govitecan,WEIGHT DECREASED,160
sacituzumab govitecan,VOMITING,135
sacituzumab govitecan,NEUTROPHIL COUNT DECREASED,124
sacituzumab govitecan,CONSTIPATION,118
sacituzumab govitecan,WEIGHT INCREASED,116
sacituzumab govitecan,ANAEMIA,115
sacituzumab govitecan,MALAISE,112
sacituzumab govitecan,DYSPNOEA,111
sacituzumab govitecan,PYREXIA,107
sacituzumab govitecan,DRUG INEFFECTIVE,105
sacituzumab govitecan,THROMBOCYTOPENIA,99
sacituzumab govitecan,HEART RATE INCREASED,93
sacituzumab govitecan,ABDOMINAL PAIN,91
sacituzumab govitecan,SEPSIS,90
sacituzumab govitecan,HYPOTENSION,87
sacituzumab govitecan,PAIN,84
sacituzumab govitecan,COLITIS,83
sacituzumab govitecan,WHITE BLOOD CELL COUNT DECREASED,82
sacituzumab govitecan,COVID-19,79
sacituzumab govitecan,RASH,76
sacituzumab govitecan,DECREASED APPETITE,75
sacituzumab govitecan,HYPERTENSION,70
sacituzumab govitecan,MYELOSUPPRESSION,67
sacituzumab govitecan,GENERAL PHYSICAL HEALTH DETERIORATION,66
sacituzumab govitecan,METASTASES TO CENTRAL NERVOUS SYSTEM,65
sacituzumab govitecan,PNEUMONIA,65
sacituzumab govitecan,DIZZINESS,64
sacituzumab govitecan,COUGH,63
sacituzumab govitecan,NEUTROPENIC COLITIS,63
sacituzumab govitecan,HEADACHE,60
sacituzumab govitecan,PNEUMONITIS,57
sacituzumab govitecan,SEPTIC SHOCK,57
sacituzumab govitecan,PANCYTOPENIA,53
sacituzumab govitecan,ABDOMINAL PAIN UPPER,49
sacituzumab govitecan,DEHYDRATION,46
sacituzumab govitecan,ILL-DEFINED DISORDER,42
sacituzumab govitecan,MALIGNANT NEOPLASM PROGRESSION,42
sacituzumab govitecan,NEUTROPENIC SEPSIS,42
sacituzumab govitecan,PLEURAL EFFUSION,42
sacituzumab govitecan,METASTASES TO LIVER,40
sacituzumab govitecan,SOMNOLENCE,40
sacituzumab govitecan,MUCOSAL INFLAMMATION,38
sacituzumab govitecan,NASOPHARYNGITIS,38
sacituzumab govitecan,PLATELET COUNT DECREASED,38
sacituzumab govitecan,BACK PAIN,37
sacituzumab govitecan,URINARY TRACT INFECTION,37
sacituzumab govitecan,INFECTION,36
sacituzumab govitecan,ACUTE KIDNEY INJURY,34
sacituzumab govitecan,DYSPHAGIA,34
sacituzumab govitecan,FEBRILE BONE MARROW APLASIA,32
sacituzumab govitecan,LEUKOPENIA,32
sacituzumab govitecan,NEUTROPHIL COUNT ABNORMAL,32
sacituzumab govitecan,PRODUCT DOSE OMISSION ISSUE,32
sacituzumab govitecan,METASTASES TO BONE,31
sacituzumab govitecan,NEUROPATHY PERIPHERAL,31
sacituzumab govitecan,PAIN IN EXTREMITY,31
sacituzumab govitecan,BREAST CANCER METASTATIC,30
sacituzumab govitecan,GENERAL PHYSICAL CONDITION ABNORMAL,30
sacituzumab govitecan,HAEMOGLOBIN DECREASED,30
sacituzumab govitecan,HYPERSENSITIVITY,30
sacituzumab govitecan,PRURITUS,30
sacituzumab govitecan,ARTHRALGIA,29
sacituzumab govitecan,HYPOKALAEMIA,29
sacituzumab govitecan,HYPONATRAEMIA,29
sacituzumab govitecan,INFUSION RELATED REACTION,29
sacituzumab govitecan,NEOPLASM PROGRESSION,28
sacituzumab govitecan,INTENTIONAL DOSE OMISSION,26
sacituzumab govitecan,OROPHARYNGEAL PAIN,26
sacituzumab govitecan,OXYGEN SATURATION DECREASED,26
sacituzumab govitecan,HAEMATOTOXICITY,25
sacituzumab govitecan,PULMONARY EMBOLISM,25
sacituzumab govitecan,BONE PAIN,24
sacituzumab govitecan,ANXIETY,23
sacituzumab govitecan,ASCITES,23
sacituzumab govitecan,CONDITION AGGRAVATED,23
sacituzumab govitecan,GAIT DISTURBANCE,22
sacituzumab govitecan,PRODUCT PREPARATION ISSUE,22
sacituzumab govitecan,RENAL FAILURE,22
sacituzumab govitecan,SARS-COV-2 TEST POSITIVE,22
sacituzumab govitecan,ILLNESS,21
sacituzumab govitecan,METASTASES TO LUNG,21
sacituzumab govitecan,SEIZURE,21
sacituzumab govitecan,TRIPLE NEGATIVE BREAST CANCER,21
sacituzumab govitecan,INCORRECT DOSE ADMINISTERED,20
sacituzumab govitecan,LIVER DISORDER,20
sacituzumab govitecan,LIVER FUNCTION TEST INCREASED,20
sacituzumab govitecan,PRODUCT USE ISSUE,20
sacituzumab govitecan,RED BLOOD CELL COUNT DECREASED,20
eribulin,NEUTROPENIA,850
eribulin,MALIGNANT NEOPLASM PROGRESSION,746
eribulin,FEBRILE NEUTROPENIA,531
eribulin,MYELOSUPPRESSION,418
eribulin,NEUROPATHY PERIPHERAL,378
eribulin,DISEASE PROGRESSION,339
eribulin,PYREXIA,325
eribulin,FATIGUE,304
eribulin,NEUTROPHIL COUNT DECREASED,264
eribulin,NAUSEA,262
eribulin,LEUKOPENIA,257
eribulin,ANAEMIA,246
eribulin,WHITE BLOOD CELL COUNT DECREASED,246
eribulin,METASTASES TO LIVER,236
eribulin,ASTHENIA,218
eribulin,INTERSTITIAL LUNG DISEASE,217
eribulin,DIARRHOEA,210
eribulin,METASTASES TO BONE,209
eribulin,THROMBOCYTOPENIA,209
eribulin,DECREASED APPETITE,208
eribulin,BREAST CANCER METASTATIC,197
eribulin,DYSPNOEA,186
eribulin,PNEUMONIA,184
eribulin,BREAST CANCER,173
eribulin,VOMITING,170
eribulin,STOMATITIS,162
eribulin,ALOPECIA,159
eribulin,OFF LABEL USE,144
eribulin,DEATH,141
eribulin,MUCOSAL INFLAMMATION,136
eribulin,NEOPLASM PROGRESSION,132
eribulin,DRUG INEFFECTIVE,129
eribulin,PLEURAL EFFUSION,127
eribulin,MALAISE,124
eribulin,HEADACHE,119
eribulin,SEPSIS,115
eribulin,PLATELET COUNT DECREASED,111
eribulin,COUGH,109
eribulin,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,108
eribulin,METASTASES TO LUNG,102
eribulin,RASH,94
eribulin,ABDOMINAL PAIN,92
eribulin,CONSTIPATION,89
eribulin,OSTEONECROSIS OF JAW,89
eribulin,METASTASES TO CENTRAL NERVOUS SYSTEM,88
eribulin,PULMONARY EMBOLISM,83
eribulin,DRUG INTOLERANCE,78
eribulin,PAIN,78
eribulin,PANCYTOPENIA,76
eribulin,ASPARTATE AMINOTRANSFERASE INCREASED,75
eribulin,GENERAL PHYSICAL HEALTH DETERIORATION,75
eribulin,URINARY TRACT INFECTION,74
eribulin,ALANINE AMINOTRANSFERASE INCREASED,72
eribulin,WEIGHT DECREASED,72
eribulin,BACK PAIN,70
eribulin,METASTASES TO LYMPH NODES,70
eribulin,CARDIAC FAILURE,67
eribulin,HYPOAESTHESIA,67
eribulin,ASCITES,65
eribulin,HAEMATOTOXICITY,65
eribulin,PNEUMONITIS,64
eribulin,HEPATIC FUNCTION ABNORMAL,60
eribulin,PAIN IN EXTREMITY,59
eribulin,DIZZINESS,55
eribulin,BONE PAIN,54
eribulin,ARTHRALGIA,53
eribulin,HYPERGLYCAEMIA,53
eribulin,PSEUDOCIRRHOSIS,52
eribulin,ELECTROCARDIOGRAM QT PROLONGED,51
eribulin,ACUTE KIDNEY INJURY,49
eribulin,HYPOKALAEMIA,49
eribulin,PNEUMOTHORAX,49
eribulin,LYMPHOPENIA,48
eribulin,DEHYDRATION,46
eribulin,HEPATIC FAILURE,46
eribulin,TREMOR,46
eribulin,COLITIS,45
eribulin,POLYNEUROPATHY,44
eribulin,OEDEMA PERIPHERAL,43
eribulin,CHILLS,41
eribulin,PALPITATIONS,40
eribulin,DYSPHONIA,39
eribulin,CONDITION AGGRAVATED,38
eribulin,DYSPEPSIA,38
eribulin,EPISTAXIS,38
eribulin,RESPIRATORY FAILURE,38
eribulin,BLOOD CREATININE INCREASED,37
eribulin,HAEMOGLOBIN DECREASED,37
eribulin,JAUNDICE,37
eribulin,PROTEIN TOTAL INCREASED,37
eribulin,RASH PRURITIC,37
eribulin,BREAST CANCER RECURRENT,36
eribulin,INFECTION,36
eribulin,BLOOD BILIRUBIN INCREASED,35
eribulin,CELLULITIS,35
eribulin,FALL,35
eribulin,HYPERTENSION,35
eribulin,HYPONATRAEMIA,34
eribulin,IMMUNOSUPPRESSION,34
eribulin,METASTASES TO SKIN,32
paclitaxel,NAUSEA,6239
paclitaxel,DYSPNOEA,6208
paclitaxel,DIARRHOEA,5687
paclitaxel,NEUTROPENIA,5545
paclitaxel,DEATH,5195
paclitaxel,OFF LABEL USE,5099
paclitaxel,FATIGUE,4875
paclitaxel,ANAEMIA,4870
paclitaxel,MALIGNANT NEOPLASM PROGRESSION,4430
paclitaxel,VOMITING,4352
paclitaxel,PYREXIA,4134
paclitaxel,NEUROPATHY PERIPHERAL,4083
paclitaxel,DISEASE PROGRESSION,4049
paclitaxel,FEBRILE NEUTROPENIA,3803
paclitaxel,ASTHENIA,3224
paclitaxel,THROMBOCYTOPENIA,3110
paclitaxel,ALOPECIA,2800
paclitaxel,ERYTHEMA,2674
paclitaxel,DRUG INEFFECTIVE,2628
paclitaxel,RASH,2538
paclitaxel,DECREASED APPETITE,2466
paclitaxel,PNEUMONIA,2431
paclitaxel,ABDOMINAL PAIN,2348
paclitaxel,HYPERTENSION,2231
paclitaxel,BACK PAIN,2143
paclitaxel,MYELOSUPPRESSION,2104
paclitaxel,NEUTROPHIL COUNT DECREASED,2094
paclitaxel,HYPOTENSION,1977
paclitaxel,WHITE BLOOD CELL COUNT DECREASED,1965
paclitaxel,LEUKOPENIA,1940
paclitaxel,PAIN,1933
paclitaxel,MALAISE,1923
paclitaxel,GENERAL PHYSICAL HEALTH DETERIORATION,1921
paclitaxel,HYPERSENSITIVITY,1831
paclitaxel,FLUSHING,1819
paclitaxel,DEHYDRATION,1777
paclitaxel,COUGH,1766
paclitaxel,CONSTIPATION,1752
paclitaxel,PLATELET COUNT DECREASED,1717
paclitaxel,SEPSIS,1650
paclitaxel,INTERSTITIAL LUNG DISEASE,1647
paclitaxel,INFUSION RELATED REACTION,1504
paclitaxel,DIZZINESS,1482
paclitaxel,CHEST DISCOMFORT,1458
paclitaxel,ARTHRALGIA,1422
paclitaxel,PLEURAL EFFUSION,1361
paclitaxel,CHEST PAIN,1355
paclitaxel,PULMONARY EMBOLISM,1339
paclitaxel,PNEUMONITIS,1335
paclitaxel,ACUTE KIDNEY INJURY,1327
paclitaxel,NEOPLASM PROGRESSION,1320
paclitaxel,HEADACHE,1319
paclitaxel,METASTASES TO LIVER,1289
paclitaxel,PRURITUS,1265
paclitaxel,MUCOSAL INFLAMMATION,1254
paclitaxel,PANCYTOPENIA,1252
paclitaxel,PARAESTHESIA,1234
paclitaxel,TACHYCARDIA,1227
paclitaxel,PRODUCT USE IN UNAPPROVED INDICATION,1218
paclitaxel,WEIGHT DECREASED,1202
paclitaxel,METASTASES TO BONE,1141
paclitaxel,EPISTAXIS,1130
paclitaxel,HAEMOGLOBIN DECREASED,1070
paclitaxel,URINARY TRACT INFECTION,1062
paclitaxel,STOMATITIS,1061
paclitaxel,HYPOKALAEMIA,1056
paclitaxel,INFECTION,1036
paclitaxel,OXYGEN SATURATION DECREASED,1015
paclitaxel,MYALGIA,996
paclitaxel,OEDEMA PERIPHERAL,982
paclitaxel,ALANINE AMINOTRANSFERASE INCREASED,954
paclitaxel,RESPIRATORY FAILURE,953
paclitaxel,PAIN IN EXTREMITY,952
paclitaxel,CHILLS,897
paclitaxel,HYPOAESTHESIA,896
paclitaxel,ASCITES,888
paclitaxel,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,882
paclitaxel,HYPOXIA,879
paclitaxel,BREAST CANCER METASTATIC,875
paclitaxel,HYPONATRAEMIA,871
paclitaxel,CARDIAC FAILURE,837
paclitaxel,NEUROTOXICITY,831
paclitaxel,LOSS OF CONSCIOUSNESS,830
paclitaxel,ASPARTATE AMINOTRANSFERASE INCREASED,822
paclitaxel,CONDITION AGGRAVATED,811
paclitaxel,METASTASES TO LUNG,803
paclitaxel,HYPERHIDROSIS,800
paclitaxel,BREAST CANCER,799
paclitaxel,POLYNEUROPATHY,797
paclitaxel,ABDOMINAL PAIN UPPER,795
paclitaxel,BONE MARROW FAILURE,793
paclitaxel,ANAPHYLACTIC REACTION,790
paclitaxel,SEPTIC SHOCK,789
paclitaxel,BONE PAIN,784
paclitaxel,METASTASES TO CENTRAL NERVOUS SYSTEM,767
paclitaxel,FEELING HOT,760
paclitaxel,DYSPHAGIA,752
paclitaxel,DEEP VEIN THROMBOSIS,736
paclitaxel,TOXICITY TO VARIOUS AGENTS,734
paclitaxel,HEPATIC FUNCTION ABNORMAL,733
sodium chloride,DEATH,23695
sodium chloride,DRUG INEFFECTIVE,21343
sodium chloride,OFF LABEL USE,18794
sodium chloride,NAUSEA,16809
sodium chloride,DYSPNOEA,16196
sodium chloride,FATIGUE,15848
sodium chloride,VOMITING,14286
sodium chloride,DIARRHOEA,14031
sodium chloride,PYREXIA,13312
sodium chloride,PNEUMONIA,12894
sodium chloride,HYPOTENSION,12711
sodium chloride,PAIN,12596
sodium chloride,HEADACHE,12327
sodium chloride,SEIZURE,10446
sodium chloride,ASTHENIA,10233
sodium chloride,MALAISE,9900
sodium chloride,DIZZINESS,9816
sodium chloride,FALL,9536
sodium chloride,RASH,9312
sodium chloride,CONDITION AGGRAVATED,8814
sodium chloride,ABDOMINAL PAIN,8557
sodium chloride,HYPERTENSION,7887
sodium chloride,INFECTION,7687
sodium chloride,ARTHRALGIA,7556
sodium chloride,PERITONITIS,7515
sodium chloride,PRURITUS,7363
sodium chloride,WEIGHT DECREASED,7244
sodium chloride,DEHYDRATION,7170
sodium chloride,COUGH,6794
sodium chloride,WEIGHT INCREASED,6553
sodium chloride,CONSTIPATION,6461
sodium chloride,ANAEMIA,6448
sodium chloride,ACUTE KIDNEY INJURY,6425
sodium chloride,PERIPHERAL SWELLING,6375
sodium chloride,CONFUSIONAL STATE,6371
sodium chloride,DECREASED APPETITE,6344
sodium chloride,GENERAL PHYSICAL HEALTH DETERIORATION,6170
sodium chloride,SEPSIS,6100
sodium chloride,NASOPHARYNGITIS,5777
sodium chloride,DRUG INTERACTION,5649
sodium chloride,CHEST PAIN,5558
sodium chloride,ANXIETY,5494
sodium chloride,SWELLING,5365
sodium chloride,MUSCLE SPASMS,5359
sodium chloride,PAIN IN EXTREMITY,5347
sodium chloride,URINARY TRACT INFECTION,5314
sodium chloride,PERITONITIS BACTERIAL,5297
sodium chloride,BACK PAIN,5205
sodium chloride,MATERNAL EXPOSURE DURING PREGNANCY,5191
sodium chloride,ABDOMINAL DISTENSION,5122
sodium chloride,SINUSITIS,5100
sodium chloride,HYPERSENSITIVITY,5054
sodium chloride,DRUG HYPERSENSITIVITY,4927
sodium chloride,ABDOMINAL DISCOMFORT,4847
sodium chloride,SOMNOLENCE,4841
sodium chloride,ABDOMINAL PAIN UPPER,4786
sodium chloride,CARDIAC ARREST,4712
sodium chloride,PERITONEAL DIALYSIS COMPLICATION,4683
sodium chloride,MYOCARDIAL INFARCTION,4659
sodium chloride,INSOMNIA,4642
sodium chloride,PRODUCT USE IN UNAPPROVED INDICATION,4599
sodium chloride,FLUID OVERLOAD,4532
sodium chloride,THROMBOCYTOPENIA,4523
sodium chloride,INFUSION RELATED REACTION,4440
sodium chloride,BLOOD PRESSURE INCREASED,4147
sodium chloride,COVID-19,4122
sodium chloride,RENAL FAILURE,4038
sodium chloride,PRODUCT USE ISSUE,4010
sodium chloride,JOINT SWELLING,3940
sodium chloride,OEDEMA PERIPHERAL,3937
sodium chloride,WHITE BLOOD CELL COUNT DECREASED,3868
sodium chloride,CEREBROVASCULAR ACCIDENT,3839
sodium chloride,ALOPECIA,3819
sodium chloride,DEPRESSION,3797
sodium chloride,GAIT DISTURBANCE,3688
sodium chloride,ERYTHEMA,3675
sodium chloride,URTICARIA,3665
sodium chloride,MYELOSUPPRESSION,3635
sodium chloride,CHILLS,3624
sodium chloride,TOXICITY TO VARIOUS AGENTS,3560
sodium chloride,FLUID RETENTION,3551
sodium chloride,HYPONATRAEMIA,3502
sodium chloride,PRODUCT DOSE OMISSION ISSUE,3492
sodium chloride,TREMOR,3477
sodium chloride,HAEMOGLOBIN DECREASED,3447
sodium chloride,DRUG INTOLERANCE,3439
sodium chloride,EPILEPSY,3416
sodium chloride,DISCOMFORT,3370
sodium chloride,LOSS OF CONSCIOUSNESS,3349
sodium chloride,ASTHMA,3315
sodium chloride,RESPIRATORY FAILURE,3267
sodium chloride,GASTROINTESTINAL DISORDER,3262
sodium chloride,RHEUMATOID ARTHRITIS,3239
sodium chloride,CONTUSION,3236
sodium chloride,HYPOAESTHESIA,3197
sodium chloride,FOETAL EXPOSURE DURING PREGNANCY,3192
sodium chloride,TACHYCARDIA,3189
sodium chloride,CARDIAC FAILURE,3175
sodium chloride,CHEST DISCOMFORT,3152
sodium chloride,PLATELET COUNT DECREASED,3130
encorafenib,DEATH,931
encorafenib,OFF LABEL USE,915
encorafenib,NAUSEA,715
encorafenib,FATIGUE,637
encorafenib,NEOPLASM PROGRESSION,553
encorafenib,DIARRHOEA,539
encorafenib,PRODUCT USE IN UNAPPROVED INDICATION,517
encorafenib,PYREXIA,513
encorafenib,VOMITING,408
encorafenib,RASH,405
encorafenib,SEROUS RETINAL DETACHMENT,256
encorafenib,ARTHRALGIA,254
encorafenib,DECREASED APPETITE,242
encorafenib,MALAISE,242
encorafenib,DISEASE PROGRESSION,237
encorafenib,ASTHENIA,205
encorafenib,VISION BLURRED,200
encorafenib,PAIN,193
encorafenib,CONSTIPATION,180
encorafenib,ACUTE KIDNEY INJURY,176
encorafenib,HEADACHE,173
encorafenib,VISUAL IMPAIRMENT,157
encorafenib,ABDOMINAL PAIN,155
encorafenib,ANAEMIA,155
encorafenib,PRURITUS,144
encorafenib,MALIGNANT NEOPLASM PROGRESSION,135
encorafenib,MYALGIA,135
encorafenib,DYSPNOEA,129
encorafenib,CHILLS,117
encorafenib,DEHYDRATION,113
encorafenib,COLITIS,112
encorafenib,DIZZINESS,111
encorafenib,WEIGHT DECREASED,111
encorafenib,DRUG INEFFECTIVE,107
encorafenib,SECOND PRIMARY MALIGNANCY,102
encorafenib,ABDOMINAL PAIN UPPER,100
encorafenib,DYSPHAGIA,94
encorafenib,ILLNESS,94
encorafenib,HYPOTENSION,93
encorafenib,RENAL IMPAIRMENT,88
encorafenib,PAIN IN EXTREMITY,86
encorafenib,ALOPECIA,85
encorafenib,BACK PAIN,84
encorafenib,BLOOD CREATINE PHOSPHOKINASE INCREASED,84
encorafenib,PRODUCT USE ISSUE,83
encorafenib,SEIZURE,83
encorafenib,RETINAL DETACHMENT,78
encorafenib,ALANINE AMINOTRANSFERASE INCREASED,77
encorafenib,ABDOMINAL DISCOMFORT,75
encorafenib,BLOOD CREATININE INCREASED,75
encorafenib,PERIPHERAL SWELLING,73
encorafenib,RENAL FAILURE,73
encorafenib,ASPARTATE AMINOTRANSFERASE INCREASED,72
encorafenib,LIVER DISORDER,72
encorafenib,NEUROPATHY PERIPHERAL,72
encorafenib,URINARY TRACT INFECTION,70
encorafenib,PNEUMONIA,69
encorafenib,UVEITIS,69
encorafenib,GENERAL PHYSICAL HEALTH DETERIORATION,67
encorafenib,HEPATIC FUNCTION ABNORMAL,66
encorafenib,COVID-19,65
encorafenib,FALL,65
encorafenib,HOSPICE CARE,64
encorafenib,DRY SKIN,63
encorafenib,PRODUCT DOSE OMISSION,63
encorafenib,MUSCLE SPASMS,61
encorafenib,THERAPY INTERRUPTED,61
encorafenib,HYPOACUSIS,60
encorafenib,SEPSIS,60
encorafenib,PRODUCT DOSE OMISSION ISSUE,59
encorafenib,DERMATITIS ACNEIFORM,58
encorafenib,DRUG INTOLERANCE,58
encorafenib,CONFUSIONAL STATE,57
encorafenib,HEPATIC ENZYME INCREASED,57
encorafenib,INSOMNIA,57
encorafenib,HYPERTENSION,55
encorafenib,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,53
encorafenib,ERYTHEMA,52
encorafenib,COUGH,51
encorafenib,HYPERSENSITIVITY,51
encorafenib,SEROUS RETINOPATHY,51
